G06507,잎새절편,2300
G06508,자반김,2000
G06509,자색양파즙,2500
G06510,자장라면,1900
G06511,작두콩,8000
G06512,작두콩(껍질),8000
G06513,작두콩차,10000
G06514,잔대순,3000
G06515,장미,6000
G06516,장미허브,2000
G06517,쟈스민,2500
G06518,쟈스민(학),3000
G06519,적돼지감자차,9500
G06520,적양배추차,9000
G06521,적환무,2300
G06522,접란,4000
G06523,제라늄,2000
G06524,조랭이떡,6000
G06525,조미김,1200
G06526,조미김(도시락),2000
G06527,조선간장,9500
G06528,종량제 공동 20L,460
G06529,종량제봉투20L,460
G06530,중파,1000
G06531,쥬키니호박,900
G06532,짬뽕라면,7000
G06533,참비름나물,1400
G06534,찹쌀꽈베기,1650
G06535,천년초열매즙,33000
G06536,천년초줄기진액,15000
G06537,체리세이지,4000
G06538,치커리(적),1000
G06539,카라향,14000
G06540,케일(솎음),1200
G06541,콜리플라워,2000
G06542,표고버섯(배지-슬),2300
G06543,표고버섯(원목-슬),2500
G06544,풋고추,1300
G06545,한우부채살(국내산),28750
G06546,한우사태(국내산),14810
G06547,한우살치살(국내산),26240
G06548,한우안심(국내산),100000
G06549,한우앞다리(국내산),22170
G06550,한우업진살(국내산),22540
G06551,한우육사시미(국내산),11760
G06552,한우잡뼈(국내산),3580
G06553,한우장조림(국내산),14350
G06554,한우제비추리(국내산),21580
G06555,한우차돌백이(국내산),7000
G06556,한우채끝(국내산),23460
G06557,한우치맛살(국내산),31460
G06558,한우홍두깨(국내산),27970
G06559,허브차(스테비아),9500
G06560,황금사철,2000
G06561,가시오갈피진액,20000
G06562,가죽나무순,3000
G06563,한우등심(국내산),13500
G06564,한우목심(국내산),15500
G06565,개복숭아진액,12000
G06566,건목이버섯,9500
G06567,건뽕잎,2500
G06568,건사과,5000
G06569,건삼잎국화나물,3000
G06570,건엉겅퀴,4500
G06571,건풍년초,2000
G06572,곶감(대봉),9000
G06573,깐강낭콩,8000
G06574,깐땅콩,16000
G06575,깐완두콩,2000
G06576,깐완두콩(토종),2000
G06577,꼬꼬마양배추,1600
G06578,꽃치자,2500
G06579,꾸지뽕잼,10000
G06580,꾸지뽕진액,17000
G06581,나무공예품,5000
G06582,냉동딸기,5000
G06583,노루궁뎅이버섯,5500
G06584,단９悶돗瓔鞋,900
G06585,대추생강즙,6500
G06586,더덕순,1000
G06587,데친머위,4000
G06588,데친머위대,3000
G06589,데친죽순,1700
G06590,란타나,20000
G06591,마늘종장아찌,3000
G06592,매실,10000
G06593,매실오갈피진액,20000
G06594,매콤우리밀두부꽈배기,4000
G06595,모링가분말,15000
G06596,모링가환,23000
G06597,모시왕송편,3000
G06598,무(자색),1000
G06599,무시래기(애기),2000
G06600,민물새우(냉동),15000
G06601,방울토마토,5000
G06602,방울토마토(흑),6500
G06603,버터롤,2000
G06604,복분자진액,17000
G06605,볶은진양콩,18000
G06606,봉함기,18000
G06607,부추가루,5000
G06608,부추진액,10000
G06609,블루베리묘목,5000
G06610,블루베리진액,17000
G06611,비타민(다채),1000
G06612,비트미숫가루,8500
G06613,뽕나무(산뽕뿌리),7000
G06614,상품권,50000
G06615,생강(토종)종자,3500
G06616,소국,5000
G06617,소합2,10400
G06618,솔잎순,5000
G06619,쇠비름나물,1500
G06620,쇠비름진액,10000
G06621,수세미도라지생강진액,13000
G06622,스토크,3000
G06623,식빵(밤),2500
G06624,쑥쥐눈이콩미숫가루,8500
G06625,아답터,10000
G06626,아로니아진액,14300
G06627,아스파라거스(화이트),3500
G06628,알리움,4000
G06629,앵두,4500
G06630,야생쑥진액,17000
G06631,양배추(적),1200
G06632,양파(자색),2800
G06633,양파진액,9000
G06634,엑셀사,30000
G06635,오디진액,16000
G06636,오이,1000
G06637,오이(노각),2000
G06638,오이(피클),1000
G06639,옥수수,4000
G06640,옥수수(백초당),2000
G06641,완두콩(토종),2000
G06642,왕고들빼기,2300
G06643,울금가루,14000
G06644,작약꽃,7000
G06645,전자저울 20kg,90000
G06646,종량제 단독 10L,230
G06647,종량제 완주 20L,350
G06648,죽순,2600
G06649,쥬키니호박(황금),2500
G06650,천년꽃벵이즙,12000
G06651,콩물,3500
G06652,페피노멜론,20000
G06653,편백나무(가지),3000
G06654,포도(청),3800
G06655,포도(킹데라),5500
G06656,한우갈비(국내산),51520
G06657,한우꼬리(국내산),50000
G06658,한우사골(국내산),19230
G06659,한우스지(국내산),17010
G06660,유기농치즈(숙성),32000
G06661,유리호프스,4000
G06662,유자마들렌,2000
G06663,율무깡,3000
G06664,자두,3500
G06665,전자저울,28000
G06666,간장,12000
G06667,감,3000
G06668,감(대봉),13000
G06669,감(연시),5500
G06670,감(홍시),1100
G06671,감국,5000
G06672,곶감(고종시),4000
G06673,곶감(숙성),7000
G06674,곶감(월하시),33000
G06675,구절초꽃잎,5000
G06676,기름세트,28000
G06677,김부각(선물세트),20000
G06678,깐밤,6500
G06679,오이(가시),3000
G06680,올리브치아바타,2500
G06681,와송울금조청,20000
G06682,요쿠르트카스테라,2250
G06683,꾸지뽕열매즙,6000
G06684,넝쿨콩,10000
G06685,녹미,6000
G06686,녹차카스테라,3500
G06687,단감,6000
G06688,단호박(미니),1000
G06689,단호박팥멥시루떡,500
G06690,당근(자색),1000
G06691,당근(칼라),1000
G06692,당근(토종),800
G06693,대추고,12000
G06694,대파(빨간),1000
G06695,대파(손질),1000
G06696,데친가지,4000
G06697,데친고구마줄기,3000
G06698,데친깻잎순,2000
G06699,데친취나물,3000
G06700,데친호박고지,4000
G06701,동치미,12000
G06702,돼지감자즙,4500
G06703,레드향,32000
G06704,마,7000
G06705,마(산마),5000
G06706,머위즙,5500
G06707,메밀,12000
G06708,멜라초,3000
G06709,모과,1500
G06710,무(홍무),1000
G06711,무화과즙,28000
G06712,미소맛쌀선물세트,22000
G06713,반건시,6000
G06714,발효간장갈비소스,5600
G06715,발효맛간장,5600
G06716,밤,4500
G06717,밤콩,11000
G06718,방울양배추,2000
G06719,배송비,4000
G06720,배즙,3300
G06721,배추(항암),1200
G06722,보리보리,3000
G06723,부스개,22000
G06724,색떡국,10000
G06725,생강진액(선물세트),24000
G06726,선물세트(곡류5종),17000
G06727,선물세트(귀리),19000
G06728,수제떡갈비선물세트,33000
G06729,쌀강정,20000
G06730,쌈배추(적),1300
G06731,쌈배추(항암),1500
G06732,쓰레기봉투,460
G06733,아마란스,14000
G06734,아주까리,2000
G06735,알로에,6000
G06736,여주,6000
G06737,여주차,8000
G06738,열쇠고리,4000
G06739,오디,4000
G06740,오색떡국,8000
G06741,오이장아찌,4000
G06742,블루베리잼(선물세트),25000
G06743,뻥튀기(설기떡),3000
G06744,산세베리아,5000
G06745,삼채즙,6500
G06746,절편,5500
G06747,조미김세트,12000
G06748,진액세트(생강.청귤.오미자),24000
G06749,천년초,8000
G06750,천리향,6000
G06751,천연비누(라벤더),4000
G06752,천연비누(민트),4000
G06753,천연비누(어성초),3000
G06754,천연비누(편백),4000
G06755,천혜향,8000
G06756,청차조,9000
G06757,콩시루떡,11000
G06758,콩인절미,500
G06759,콩편,11000
